case_Link,pdf_link
https://www.courtlistener.com/docket/4172581/adobe-systems-incoporated-v-brown/,https://storage.courtlistener.com/recap/gov.uscourts.cand.201549.1.0.pdf
https://www.courtlistener.com/docket/4273529/steele-v-turner-broadcasting-system-inc/,https://storage.courtlistener.com/recap/gov.uscourts.mad.118198.1.0.pdf
https://www.courtlistener.com/docket/4171582/symantec-corporation-v-joshua-mcclymonds/,https://storage.courtlistener.com/recap/gov.uscourts.cand.199948.1.0.pdf
https://www.courtlistener.com/docket/4346815/fidelity-information-services-inc-v-debtdomain-glms-pte-ltd/,https://ecf.nysd.uscourts.gov/doc1/12709867755?caseid=351492
https://www.courtlistener.com/docket/4173666/adobe-systems-incorporated-v-taveira/,https://storage.courtlistener.com/recap/gov.uscourts.cand.203342.1.0.pdf
https://www.courtlistener.com/docket/5744546/nulinx-international-inc-v-servue-solutions-inc/,https://ecf.cacd.uscourts.gov/doc1/03106644274?caseid=425946
https://www.courtlistener.com/docket/4171872/adobe-systems-incorporated-v-sarkisov/,https://storage.courtlistener.com/recap/gov.uscourts.cand.200437.1.0.pdf
https://www.courtlistener.com/docket/4171858/adobe-systems-incorporated-v-farr/,https://storage.courtlistener.com/recap/gov.uscourts.cand.200404.1.0.pdf
https://www.courtlistener.com/docket/4144046/ernest-lee-straughter-v-usher-raymond/,https://storage.courtlistener.com/recap/gov.uscourts.cacd.412442.1.0.pdf
https://www.courtlistener.com/docket/4174943/adobe-systems-incorporated-v-barbin/,https://storage.courtlistener.com/recap/gov.uscourts.cand.205485.1.0.pdf
https://www.courtlistener.com/docket/5863075/shepard-v-miller/,
https://www.courtlistener.com/docket/4159163/mcintosh-v-nothern-california-universal-enterprises-company/,https://storage.courtlistener.com/recap/gov.uscourts.caed.165603/gov.uscourts.caed.165603.1.0_1.pdf
https://www.courtlistener.com/docket/4176667/adobe-sysems-incorporated-v-christenson/,https://storage.courtlistener.com/recap/gov.uscourts.cand.221124.1.0.pdf
https://www.courtlistener.com/docket/4174966/adobe-systems-incorporated-v-carter/,https://storage.courtlistener.com/recap/gov.uscourts.cand.205517.1.0.pdf
https://www.courtlistener.com/docket/4173708/adobe-systems-incorporated-v-maiella/,https://storage.courtlistener.com/recap/gov.uscourts.cand.203421.1.0.pdf
https://www.courtlistener.com/docket/4173680/adobe-systems-incorporated-v-bramble/,https://storage.courtlistener.com/recap/gov.uscourts.cand.203372.1.0.pdf
https://www.courtlistener.com/docket/4175551/adobe-systems-incorporated-v-lewis/,https://storage.courtlistener.com/recap/gov.uscourts.cand.206497.1.0.pdf
https://www.courtlistener.com/docket/4173823/adobe-systems-incorporated-v-vinette/,https://storage.courtlistener.com/recap/gov.uscourts.cand.203626.1.0.pdf
https://www.courtlistener.com/docket/5035808/axelrod-v-simon-schuster-inc/,
https://www.courtlistener.com/docket/4174942/adobe-systems-incorporated-v-landsteiner/,https://storage.courtlistener.com/recap/gov.uscourts.cand.205484.1.0.pdf
https://www.courtlistener.com/docket/4143433/la-printex-industries-inc-v-target-corp/,"https://ecf.cacd.uscourts.gov/cgi-bin/show_case_doc?1,373497,,,"
https://www.courtlistener.com/docket/4171868/adobe-systems-incorporated-v-baptiste/,https://storage.courtlistener.com/recap/gov.uscourts.cand.200430.1.0.pdf
https://www.courtlistener.com/docket/4195011/sportsmans-warehouse-inc-v-fair/,https://ecf.cod.uscourts.gov/doc1/0390635703?caseid=102655
https://www.courtlistener.com/docket/4172642/adobe-systems-incorporated-v-yeo/,https://storage.courtlistener.com/recap/gov.uscourts.cand.201648.1.0.pdf
https://www.courtlistener.com/docket/4226108/indyne-inc-v-abacus-technology-corporation/,https://storage.courtlistener.com/recap/gov.uscourts.flmd.253997.1.0.pdf
https://www.courtlistener.com/docket/4172593/adobe-systems-incorporated-v-salibi/,https://storage.courtlistener.com/recap/gov.uscourts.cand.201567.1.0.pdf
https://www.courtlistener.com/docket/4347916/allen-v-scholastic-inc/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.365374.1.0.pdf
https://www.courtlistener.com/docket/4499197/new-century-trs-holdings-inc-and-michael-j-missal/,
https://www.courtlistener.com/docket/4176668/adobe-systems-incorporated-v-fletcher/,https://ecf.cand.uscourts.gov/doc1/03506175219?caseid=221125
https://www.courtlistener.com/docket/4174941/adobe-systems-incorporated-v-hoyle/,https://storage.courtlistener.com/recap/gov.uscourts.cand.205483.1.0.pdf
https://www.courtlistener.com/docket/5014069/innovative-legal-marketing-llc-v-market-masters-legal-a-resonance/,https://storage.courtlistener.com/recap/gov.uscourts.vaed.260310/gov.uscourts.vaed.260310.1.0.pdf
https://www.courtlistener.com/docket/4176557/biscotti-inc-v-target-corporation/,https://storage.courtlistener.com/recap/gov.uscourts.cand.219218.1.0.pdf
https://www.courtlistener.com/docket/4326466/ranieri-v-adirondack-development-group-llc/,https://storage.courtlistener.com/recap/gov.uscourts.nynd.86483/gov.uscourts.nynd.86483.1.0.pdf
https://www.courtlistener.com/docket/4176203/adobe-systems-incorporated-v-truesdell/,https://storage.courtlistener.com/recap/gov.uscourts.cand.212610.1.0.pdf
https://www.courtlistener.com/docket/4173660/adobe-systems-incorporated-v-berthelot-leven/,https://storage.courtlistener.com/recap/gov.uscourts.cand.203330.1.0.pdf
https://www.courtlistener.com/docket/5040020/m-lady-llc-v-dillards-inc/,
https://www.courtlistener.com/docket/4176203/adobe-systems-incorporated-v-truesdell/,https://storage.courtlistener.com/recap/gov.uscourts.cand.212610.1.0.pdf
https://www.courtlistener.com/docket/4177654/adobe-systems-incorporated-v-kornrumpf/,https://storage.courtlistener.com/recap/gov.uscourts.cand.233708/gov.uscourts.cand.233708.1.0.pdf
https://www.courtlistener.com/docket/4191443/brighton-collectibles-inc-v-aif-corporation/,https://storage.courtlistener.com/recap/gov.uscourts.casd.316916.1.0.pdf
https://www.courtlistener.com/docket/5642823/automated-solutions-corporation-v-paragon-data-systems-inc/,
https://www.courtlistener.com/docket/4340783/muller-v-twentieth-century-fox-film-corporation/,"https://ecf.nysd.uscourts.gov/cgi-bin/show_case_doc?1,322622,,,"
https://www.courtlistener.com/docket/5828161/ebony-latrice-batts-v-william-adams-jr/,https://ecf.cacd.uscourts.gov/doc1/031011156120?caseid=485990
https://www.courtlistener.com/docket/4146302/star-fabrics-inc-v-target-corporation/,https://storage.courtlistener.com/recap/gov.uscourts.cacd.485510.1.0.pdf
https://www.courtlistener.com/docket/4168152/biscotti-inc-v-kandy-kiss-of-california-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cand.194105.1.0.pdf
https://www.courtlistener.com/docket/5741030/twentieth-century-fox-film-corporation-v-alicia-foose/,
https://www.courtlistener.com/docket/4176200/adobe-systems-incorporated-v-berry/,https://storage.courtlistener.com/recap/gov.uscourts.cand.212561.1.0.pdf
https://www.courtlistener.com/docket/4144456/paula-petrella-v-metro-goldwyn-mayer-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cacd.434588.1.0.pdf
https://www.courtlistener.com/docket/4176205/adobe-systems-incorporated-v-kern/,https://storage.courtlistener.com/recap/gov.uscourts.cand.212621.1.0.pdf
https://www.courtlistener.com/docket/4348724/lachapelle-v-fenty/,https://ecf.nysd.uscourts.gov/doc1/12708815074?caseid=375120
https://www.courtlistener.com/docket/4167182/disney-enterprises-inc-v-bouncin-bins-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cand.192512.1.0.pdf
https://www.courtlistener.com/docket/4336868/warner-bros-entertainment-inc-v-rdr-books/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.315790/gov.uscourts.nysd.315790.1.0.pdf
https://www.courtlistener.com/docket/4291708/mertik-maxitrol-gmbh-co-kg-v-honeywell-technologies-sarl/,https://storage.courtlistener.com/recap/gov.uscourts.mied.249334.1.0.pdf
https://www.courtlistener.com/docket/4334561/crane-v-poetic-products-limited/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.311205.1.0.pdf
https://www.courtlistener.com/docket/4295078/titlecraft-inc-v-national-football-league/,https://ecf.mnd.uscourts.gov/doc1/10103510284?caseid=111820
https://www.courtlistener.com/docket/4298880/coach-inc-v-frison-flea-market-inc/,https://storage.courtlistener.com/recap/gov.uscourts.moed.110613/gov.uscourts.moed.110613.1.0.pdf
https://www.courtlistener.com/docket/4177291/business-enterprises-institute-inc-v-orion-capital-group-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cand.228701.1.0.pdf
https://www.courtlistener.com/docket/4696645/designer-skin-llc-v-s-l-vitamins-inc/,https://storage.courtlistener.com/recap/gov.uscourts.azd.289975/gov.uscourts.azd.289975.1.0.pdf
https://www.courtlistener.com/docket/4336665/gusler-v-fischer/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.315138.1.0.pdf
https://www.courtlistener.com/docket/4193921/allen-v-ghoulish-gallery/,
https://www.courtlistener.com/docket/5653675/sparig-v-danenberg/,
https://www.courtlistener.com/docket/4147070/dc-comics-v-mark-towle/,https://storage.courtlistener.com/recap/gov.uscourts.cacd.501363.1.0.pdf
https://www.courtlistener.com/docket/4258800/zimnicki-v-general-foam-plastics-corp/,https://ecf.ilnd.uscourts.gov/doc1/06706298573?caseid=230313
https://www.courtlistener.com/docket/5152854/esbin-alter-llp-v-zappier/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.347052/gov.uscourts.nysd.347052.1.0.pdf
https://www.courtlistener.com/docket/5722205/hans-rosenfeld-v-twentieth-century-fox-film/,https://ecf.cacd.uscourts.gov/doc1/03105332782?caseid=399315
https://www.courtlistener.com/docket/4898230/tegg-corporation-v-beckstrom-electric-co/,
https://www.courtlistener.com/docket/4273732/hassett-v-hasselbeck/,https://storage.courtlistener.com/recap/gov.uscourts.mad.125807.1.0.pdf
https://www.courtlistener.com/docket/4410362/mackie-v-hipple/,https://ecf.wawd.uscourts.gov/doc1/19703074445?caseid=157282
https://www.courtlistener.com/docket/4974223/sater-design-collection-inc-the-v-waccamaw-construction-inc/,
https://www.courtlistener.com/docket/4815335/johnson-v-foxx/,
https://www.courtlistener.com/docket/4288504/angela-adams-licensing-llc-v-walmart-stores-inc/,https://storage.courtlistener.com/recap/gov.uscourts.med.40613.1.0.pdf
https://www.courtlistener.com/docket/4191494/applied-professional-training-inc-v-mira-costa-college/,https://storage.courtlistener.com/recap/gov.uscourts.casd.327220/gov.uscourts.casd.327220.1.0.pdf
https://www.courtlistener.com/docket/5839439/disney-enterprises-inc-v-robert-perez/,
https://www.courtlistener.com/docket/4167652/canter-associates-llc-v-teachscape-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cand.193263.1.0.pdf
https://www.courtlistener.com/docket/5036711/blehm-v-jacobs/,https://ecf.cod.uscourts.gov/doc1/03902584054?caseid=116606
https://www.courtlistener.com/docket/4285513/staggs-v-west/,
https://www.courtlistener.com/docket/4400600/busti-v-platinum-studios-inc/,https://storage.courtlistener.com/recap/gov.uscourts.txwd.522592.1.0.pdf
https://www.courtlistener.com/docket/5018995/ristuccia-v-super-duper/,
https://www.courtlistener.com/docket/4857381/tri-marketing-inc-v-mainstream-marketing-services-inc/,
https://www.courtlistener.com/docket/5235252/pham-v-jones/,
https://www.courtlistener.com/docket/4328520/gal-v-viacom-international-inc/,
https://www.courtlistener.com/docket/5649558/flowserve-corporation-v-hallmark-pump-company/,
https://www.courtlistener.com/docket/5737516/marchelo-design-inc-v-best-master-enterprise-inc/,
https://www.courtlistener.com/docket/4849368/pathfinder-corporation-v-sagamore-training-systems-llc/,
https://www.courtlistener.com/docket/4346304/poon-v-roomarama-llc/,https://ecf.nysd.uscourts.gov/doc1/12706157943?caseid=343440
https://www.courtlistener.com/docket/4310412/stokes-v-stephens/,
https://www.courtlistener.com/docket/4144679/la-printex-industries-inc-v-william-carter-co/,https://storage.courtlistener.com/recap/gov.uscourts.cacd.441511.1.0.pdf
https://www.courtlistener.com/docket/4348649/poindexter-v-emi-record-group-inc/,https://ecf.nysd.uscourts.gov/doc1/12708745777?caseid=374395
https://www.courtlistener.com/docket/4233563/disney-enterprises-inc-v-hotfile-corp/,https://storage.courtlistener.com/recap/gov.uscourts.flsd.373206/gov.uscourts.flsd.373206.1.0_1.pdf
https://www.courtlistener.com/docket/4346774/danko-oldham-v-universal-music-group/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.351109.1.0.pdf
https://www.courtlistener.com/docket/4632054/bandana-co-inc-v-tjx-companies-inc/,
https://www.courtlistener.com/docket/4849368/pathfinder-corporation-v-sagamore-training-systems-llc/,
https://www.courtlistener.com/docket/4978004/pager-corporation-v-reed-elsevier-group-plc/,
https://www.courtlistener.com/docket/4899349/dunn-v-brown/,
https://www.courtlistener.com/docket/4410817/coble-v-anita-renfroe-llc/,https://storage.courtlistener.com/recap/gov.uscourts.wawd.174528.1.0.pdf
https://www.courtlistener.com/docket/5809364/warner-bros-entertainment-inc-v-bradford-lang/,
https://www.courtlistener.com/docket/5326479/gordon-v-mcginley/,
https://www.courtlistener.com/docket/5582754/warren-sign-company-inc-v-piros-signs-inc/,
https://www.courtlistener.com/docket/4363029/richard-goettle-inc-v-hamilton-county-board-of-commissioners/,https://ecf.ohsd.uscourts.gov/doc1/14302980065?caseid=137092
https://www.courtlistener.com/docket/4202556/whitehead-v-twentieth-century-fox-film-corp-inc/,
https://www.courtlistener.com/docket/5202281/porto-v-gudrgis/,
https://www.courtlistener.com/docket/5159330/parker-v-dufresne/,
https://www.courtlistener.com/docket/5135905/city-merchandise-inc-v-broadway-gifts-inc/,
https://www.courtlistener.com/docket/4794158/tessler-v-national-broadcasting-company-inc/,
https://www.courtlistener.com/docket/4347471/canal-image-uk-ltd-v-lutvak/,"https://ecf.nysd.uscourts.gov/cgi-bin/show_case_doc?1,358868,,,"
https://www.courtlistener.com/docket/4347471/canal-image-uk-ltd-v-lutvak/,"https://ecf.nysd.uscourts.gov/cgi-bin/show_case_doc?1,358868,,,"
https://www.courtlistener.com/docket/4348719/chirogianis-aia-v-parangi/,https://ecf.nysd.uscourts.gov/doc1/12708811222?caseid=375085
https://www.courtlistener.com/docket/5660787/axxiom-manufacturing-inc-v-mccoy-investments-inc/,https://storage.courtlistener.com/recap/gov.uscourts.txsd.712211/gov.uscourts.txsd.712211.1.0.pdf
https://www.courtlistener.com/docket/5563026/randolph-v-dimension-films/,
https://www.courtlistener.com/docket/5986367/bensbargainsnet-llc-v-xpbargainscom/,
https://www.courtlistener.com/docket/4225117/thornton-v-j-jargon-co/,https://storage.courtlistener.com/recap/gov.uscourts.flmd.185863.1.0.pdf
https://www.courtlistener.com/docket/4365655/erickson-v-blake/,
https://www.courtlistener.com/docket/4821584/home-design-services-inc-v-eber/,https://ecf.flnd.uscourts.gov/doc1/04902097112?caseid=50545
https://www.courtlistener.com/docket/4389326/rally-concepts-llc-v-the-spalding-group/,https://storage.courtlistener.com/recap/gov.uscourts.txed.89759.1.0.pdf
https://www.courtlistener.com/docket/5295850/john-m-floyd-and-associates-inc-v-jack-henry-associates-inc/,
https://www.courtlistener.com/docket/5332862/armour-v-knowles/,
https://www.courtlistener.com/docket/4365655/erickson-v-blake/,
https://www.courtlistener.com/docket/4144027/la-printex-industries-inc-v-lialee-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cacd.411038.1.0.pdf
https://www.courtlistener.com/docket/4389326/rally-concepts-llc-v-the-spalding-group/,https://storage.courtlistener.com/recap/gov.uscourts.txed.89759.1.0.pdf
https://www.courtlistener.com/docket/5131075/gottlieb-development-llc-v-paramount-pictures-corporation/,
https://www.courtlistener.com/docket/4259850/games-workshop-limited-v-chapterhouse-studios-llc/,https://storage.courtlistener.com/recap/gov.uscourts.ilnd.250791/gov.uscourts.ilnd.250791.1.0.pdf
https://www.courtlistener.com/docket/4225117/thornton-v-j-jargon-co/,https://storage.courtlistener.com/recap/gov.uscourts.flmd.185863.1.0.pdf
https://www.courtlistener.com/docket/5750123/gee-jefferey-partners-advertising-inc-v-best-buy-co-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cand.177220/gov.uscourts.cand.177220.9.0.pdf
https://www.courtlistener.com/docket/4347951/alexander-v-murdoch/,"https://ecf.nysd.uscourts.gov/cgi-bin/show_case_doc?1,365809,,,"
https://www.courtlistener.com/docket/5027996/currin-v-williams/,
https://www.courtlistener.com/docket/4347951/alexander-v-murdoch/,"https://ecf.nysd.uscourts.gov/cgi-bin/show_case_doc?1,365809,,,"
https://www.courtlistener.com/docket/5027996/currin-v-williams/,
https://www.courtlistener.com/docket/5064142/northwest-home-designing-inc-v-golden-key-construction-inc/,
https://www.courtlistener.com/docket/4266352/nikish-software-corporation-v-manatron-incorporated/,
https://www.courtlistener.com/docket/4782384/sherman-v-jones/,
https://www.courtlistener.com/docket/4932424/sansone-v-realnetworks-inc/,
https://www.courtlistener.com/docket/5772838/la-printex-industries-inc-v-tj-maxx-of-ca-llc/,https://ecf.cacd.uscourts.gov/doc1/03108599593?caseid=451238
https://www.courtlistener.com/docket/4762192/faessler-v-united-states-playing-card-company-inc/,
https://www.courtlistener.com/docket/4985984/kohus-v-graco-childrens-products-inc/,
https://www.courtlistener.com/docket/5732280/yash-raj-films-usa-inc-v-sur-sangeet-video-electronics-inc/,
https://www.courtlistener.com/docket/5414619/klauber-brothers-inc-v-russell-newman-inc/,
https://www.courtlistener.com/docket/5220229/cameron-industries-inc-v-caravan-ltd/,
https://www.courtlistener.com/docket/4935340/chm-industries-inc-v-structural-steel-products-inc/,
https://www.courtlistener.com/docket/4782384/sherman-v-jones/,
https://www.courtlistener.com/docket/4381308/sater-design-collections-inc-the-v-wingard-properties-inc/,https://storage.courtlistener.com/recap/gov.uscourts.scd.163724.1.0.pdf
https://www.courtlistener.com/docket/5608149/harter-v-disney-enterprises-inc/,
https://www.courtlistener.com/docket/4293459/bruemmer-v-reardon/,https://ecf.miwd.uscourts.gov/doc1/09902793094?caseid=67857
https://www.courtlistener.com/docket/5738665/identity-arts-llc-v-best-buy-enterprise-service-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cand.173605/gov.uscourts.cand.173605.13.0.pdf
https://www.courtlistener.com/docket/5634433/cj-productions-llc-v-snuggly-plushez-llc/,https://ecf.nyed.uscourts.gov/doc1/12306350509?caseid=314454
https://www.courtlistener.com/docket/5625951/castorina-v-spike-cable-networks-inc/,
https://www.courtlistener.com/docket/5095243/mcdonald-v-k-2-industries-inc/,
https://www.courtlistener.com/docket/4298682/reliant-care-management-company-inc-v-health-systems-inc/,https://ecf.moed.uscourts.gov/doc1/10703937247?caseid=104192
https://www.courtlistener.com/docket/5693672/plan-pros-v-zych/,
https://www.courtlistener.com/docket/5258676/digital-concealment-systems-llc-v-hyperstealth-biotechnology-corp/,https://ecf.gamd.uscourts.gov/doc1/05301613248?caseid=84631
https://www.courtlistener.com/docket/4241662/marquardt-v-king/,https://storage.courtlistener.com/recap/gov.uscourts.gand.171352.1.0.pdf
https://www.courtlistener.com/docket/4739120/doody-v-penguin-group-usa-inc/,
https://www.courtlistener.com/docket/4612603/decker-incorporated-v-g-and-n-equipment-company/,https://ecf.mied.uscourts.gov/doc1/09701674996?caseid=197670
https://www.courtlistener.com/docket/5538069/peters-v-west/,
https://www.courtlistener.com/docket/4955592/home-design-services-inc-v-stewart/,
https://www.courtlistener.com/docket/5206394/dorchen-martin-associates-inc-v-the-brook-of-cheyboygan-inc/,
https://www.courtlistener.com/docket/5206394/dorchen-martin-associates-inc-v-the-brook-of-cheyboygan-inc/,
https://www.courtlistener.com/docket/5220229/cameron-industries-inc-v-caravan-ltd/,
https://www.courtlistener.com/docket/5004099/home-design-services-inc-v-jf-schoch-building-corporation/,
https://www.courtlistener.com/docket/5311383/robbins-v-raymond/,
https://www.courtlistener.com/docket/5007041/dream-custom-homes-inc-v-modern-day-construction-inc/,
https://www.courtlistener.com/docket/4145787/jazan-wild-v-nbc-universal/,https://ecf.cacd.uscourts.gov/doc1/031010187513?caseid=472731
https://www.courtlistener.com/docket/4195302/b2a-llc-v-commlog-llc/,https://ecf.cod.uscourts.gov/doc1/03902158380?caseid=111898
https://www.courtlistener.com/docket/5482405/axelrod-cherveny-architects-pc-v-ts-builders-inc/,
https://www.courtlistener.com/docket/4260183/francescatti-v-germanotta/,https://ecf.ilnd.uscourts.gov/doc1/06709711009?caseid=258497
https://www.courtlistener.com/docket/4706267/woods-v-pro-video-productions-inc/,
https://www.courtlistener.com/docket/4145400/glen-e-friedman-v-thierry-guetta/,https://storage.courtlistener.com/recap/gov.uscourts.cacd.462151.1.0.pdf
https://www.courtlistener.com/docket/4145787/jazan-wild-v-nbc-universal/,https://ecf.cacd.uscourts.gov/doc1/031010187513?caseid=472731
https://www.courtlistener.com/docket/4662038/phillips-v-beck/,
https://www.courtlistener.com/docket/4991741/price-v-fox-entertainment-group-inc/,
https://www.courtlistener.com/docket/4782735/martinez-v-mcgraw/,
https://www.courtlistener.com/docket/5758943/goldberg-v-cameron/,
https://www.courtlistener.com/docket/4335234/broughel-v-the-battery-conservancy/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.312410.1.0.pdf
https://www.courtlistener.com/docket/4810653/moran-v-designet-international/,
https://www.courtlistener.com/docket/4274138/gordon-v-dreamworks-animation-skg-inc/,https://storage.courtlistener.com/recap/gov.uscourts.mad.134564.1.0.pdf
https://www.courtlistener.com/docket/4349814/taymor-v-8-legged-productions-llc/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.387349.1.0.pdf
https://www.courtlistener.com/docket/4274138/gordon-v-dreamworks-animation-skg-inc/,https://storage.courtlistener.com/recap/gov.uscourts.mad.134564.1.0.pdf
https://www.courtlistener.com/docket/4174136/capcom-co-ltd-v-the-mkr-group-inc/,https://storage.courtlistener.com/recap/gov.uscourts.cand.204116.1.0.pdf
https://www.courtlistener.com/docket/4904924/clonus-associates-v-dreamworks-llc/,https://ecf.nysd.uscourts.gov/doc1/12702900291?caseid=271890
https://www.courtlistener.com/docket/4298949/whitmill-v-warner-bros-entertainment-inc/,https://storage.courtlistener.com/recap/gov.uscourts.moed.113287.1.0.pdf
https://www.courtlistener.com/docket/4791930/frank-betz-associates-inc-v-signature-homes-inc/,
https://www.courtlistener.com/docket/4368544/mainardi-v-the-prudential-insurance-co-of-america/,https://ecf.paed.uscourts.gov/doc1/15304354372?caseid=279387
https://www.courtlistener.com/docket/5138218/ensley-v-iron-maiden-holdings-limited/,
https://www.courtlistener.com/docket/4273961/steele-v-ricigliano/,https://storage.courtlistener.com/recap/gov.uscourts.mad.131029.1.0.pdf
https://www.courtlistener.com/docket/4927255/harris-publishing-inc-v-metro-marketing-inc/,
https://www.courtlistener.com/docket/4346528/jackson-v-odenat/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.347765.1.0.pdf
https://www.courtlistener.com/docket/4385111/vocalspace-llc-v-lorenso/,https://ecf.txed.uscourts.gov/doc1/17503395118?caseid=117629
https://www.courtlistener.com/docket/4827439/scholz-design-incorporated-v-bassinger-building-company/,
https://www.courtlistener.com/docket/4809290/maule-v-philadelphia-media-holdings-llc/,
https://www.courtlistener.com/docket/4771137/lugosch-v-james-avery-craftsman-inc/,
https://www.courtlistener.com/docket/5803150/clifford-clements-v-screen-gems-inc/,
https://www.courtlistener.com/docket/5150853/business-management-international-inc-v-labyrinth-business-solutions/,
https://www.courtlistener.com/docket/4885795/home-design-services-inc-v-turner-heritage-homes-inc/,
https://www.courtlistener.com/docket/5012533/vil-v-foundation-for-the-technological-and-economic-advancement-of/,
https://www.courtlistener.com/docket/4882983/harney-v-sony-pictures-television-inc/,
https://www.courtlistener.com/docket/4336744/theflyonthewallcom-inc-v-trade-the-news-inc/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.315275.1.0.pdf
https://www.courtlistener.com/docket/4252239/windy-city-marketing-inc-v-places-advertising-inc/,https://storage.courtlistener.com/recap/gov.uscourts.ilnd.214466.1.0.pdf
https://www.courtlistener.com/docket/4329922/alper-v-hamer/,https://storage.courtlistener.com/recap/gov.uscourts.nysd.303808.1.0.pdf
https://www.courtlistener.com/docket/5068850/moore-v-lightstorm-entertainment/,
https://www.courtlistener.com/docket/4885795/home-design-services-inc-v-turner-heritage-homes-inc/,
https://www.courtlistener.com/docket/4368544/mainardi-v-the-prudential-insurance-co-of-america/,https://ecf.paed.uscourts.gov/doc1/15304354372?caseid=279387
https://www.courtlistener.com/docket/5468005/oleary-v-mira-books/,
https://www.courtlistener.com/docket/5308641/mint-inc-v-amad/,
